NADH:99 | NAD:101 | FADH2:99 | FAD:101 | ADP:99 | ATP:11 | O2:99 | H2O:102
NADH:352 | NAD:101 | FADH2:46 | FAD:154 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:353 | NAD:101 | FADH2:45 | FAD:155 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:354 | NAD:101 | FADH2:44 | FAD:156 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:355 | NAD:101 | FADH2:43 | FAD:157 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:356 | NAD:101 | FADH2:42 | FAD:158 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:357 | NAD:101 | FADH2:41 | FAD:159 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:358 | NAD:101 | FADH2:40 | FAD:160 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:359 | NAD:101 | FADH2:39 | FAD:161 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:360 | NAD:101 | FADH2:38 | FAD:162 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:361 | NAD:101 | FADH2:37 | FAD:163 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:362 | NAD:101 | FADH2:36 | FAD:164 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:363 | NAD:101 | FADH2:35 | FAD:165 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:364 | NAD:101 | FADH2:34 | FAD:166 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:365 | NAD:101 | FADH2:33 | FAD:167 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:366 | NAD:101 | FADH2:32 | FAD:168 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:367 | NAD:101 | FADH2:31 | FAD:169 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:368 | NAD:101 | FADH2:30 | FAD:170 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:369 | NAD:101 | FADH2:29 | FAD:171 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:370 | NAD:101 | FADH2:28 | FAD:172 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:371 | NAD:101 | FADH2:27 | FAD:173 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:372 | NAD:101 | FADH2:26 | FAD:174 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:373 | NAD:101 | FADH2:25 | FAD:175 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:374 | NAD:101 | FADH2:24 | FAD:176 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:375 | NAD:101 | FADH2:23 | FAD:177 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:376 | NAD:101 | FADH2:22 | FAD:178 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:377 | NAD:101 | FADH2:21 | FAD:179 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:378 | NAD:101 | FADH2:20 | FAD:180 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:379 | NAD:101 | FADH2:19 | FAD:181 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:380 | NAD:101 | FADH2:18 | FAD:182 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:381 | NAD:101 | FADH2:17 | FAD:183 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:382 | NAD:101 | FADH2:16 | FAD:184 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:383 | NAD:101 | FADH2:15 | FAD:185 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:384 | NAD:101 | FADH2:14 | FAD:186 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:385 | NAD:101 | FADH2:13 | FAD:187 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:386 | NAD:101 | FADH2:12 | FAD:188 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:387 | NAD:101 | FADH2:11 | FAD:189 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:388 | NAD:101 | FADH2:10 | FAD:190 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:389 | NAD:101 | FADH2:9 | FAD:191 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:390 | NAD:101 | FADH2:8 | FAD:192 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:391 | NAD:101 | FADH2:7 | FAD:193 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:392 | NAD:101 | FADH2:6 | FAD:194 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:393 | NAD:101 | FADH2:5 | FAD:195 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:394 | NAD:101 | FADH2:4 | FAD:196 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:395 | NAD:101 | FADH2:3 | FAD:197 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:396 | NAD:101 | FADH2:2 | FAD:198 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:397 | NAD:101 | FADH2:1 | FAD:199 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:398 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:399 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:400 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:401 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:402 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:403 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:404 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:405 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:406 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:407 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:408 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:409 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:410 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:411 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:412 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:413 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:414 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:415 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:416 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:417 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:418 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:419 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:420 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:421 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:422 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:423 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:424 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:425 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:426 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:427 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:428 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:429 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:430 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:431 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:432 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:433 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:434 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:435 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:436 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:437 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:438 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:439 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:440 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:441 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:442 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:443 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:444 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:445 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:446 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:447 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:448 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:449 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:450 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:451 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:452 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:453 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:454 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:455 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:456 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:457 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:458 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:459 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:460 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:461 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:462 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:463 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:464 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:465 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:466 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:467 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:468 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:469 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:470 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:471 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:472 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:473 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:474 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:475 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:476 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:477 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:478 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:479 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:480 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:481 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:482 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:483 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:484 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:485 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:486 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:487 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:488 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:489 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:490 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:491 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:492 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:493 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:494 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:495 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:496 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:497 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:498 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
NADH:499 | NAD:101 | FADH2:0 | FAD:200 | ADP:0 | ATP:24 | O2:0 | H2O:300
