AcCoA:101 | Cit:99 | IsoCit:100 | aKG:100 | SucCoA:100 | Suc:100 | Fum:100 | Mal:100 | OAA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101 | Cit:99 | IsCit:100 | aKG:100 | ScCoA:100 | Suc:100 | Fum:100 | Mal:100 | OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
AcCoA:101|Cit:99|IsCit:100|aKG:100|ScCoA:100|Suc:100|Fum:100|Mal:100|OA:101
